Review,Total
잘먹었습니다 자주는 아니어도 간간히 시켜먹을 예정입니다,5
맛있어요말이 필요없음,5
다 좋은데 냉면육수 전부터 느낀건데 짜도 넘짜요 요청사항에 썼어야했는데 심하게 짜요,5
양파돈까스는 늘 먹던거라 역시나 오늘도 맛있네요 ㅋㅋ 치즈롤은 저한테는 조금 느끼했지만 아이는 맛있다며 좋아해요 ㅋㅋ 이건 취향차이니까 ㅋㅋㅋ 전 양파돈까스가 최고입니다!ㅋㅋㅋㅋ,5
음 배달이 이상태로왔어요 돈까스포장하는 종이가 누가찢은듯이 찢어져있고 돈까스는 플라스틱 뚜껑이 열려있었어요 왜그런건지 모르겠지만 음식내용물은 그대론거같애서 그냥 먹었습니다 떡볶이 맛집이라네요 남편이.. 애기먹을 우동으로시켰는데 김치랑 고춧가루들어간줄은 몰랐네요 떡볶이가 젤 맛있었어요,4
다맛있는데소스가 좀부족해요,5
맛있게 점심 해결했습니다. 음식 포장도 깔끔사고 제시간 내에 받았습니다 좋은 주말 되세요~,5
항상 맛있게 잘 먹고있습니다,5
진짜 잘 먹었습니다!!,5
튀김도 바삭바삭하고 맛있습니당 배달만 빨리 왔으면 좋겠어요ㅎㅎ,5
정말 싹쓰리했네요 너무너무 맛있어요 돈까스소스도 넉넉하게 주시고 자칫 많이 먹으면 느끼할 수 있는 돈까스를 샐러드 키위 드레싱이 잡아주네요,5
돈까스도 맛있지만 요즘같은 여름날에는 시원하고 새콤달콤하면서 맛있게 매운 이 집만의 물쫄면이 참 맛있는것 같아요. 잘 먹었습니다^^,5
밥이 좀 딱딱했는데 그거빼고 나머지는 존맛탱,4
양도 많고 배달도 맞춰왔어요~ 맛있었네요 다음에 또 주문할게요,5
잘 먹었습니다!! 저희 어머니께서 왠만하면 시킨거 맛 있다 하는 경우가 없는데 이 돈까스는 밥 먹은것 같이 맛있데요 다음에도 또 시켜 먹을 것 같습니다 생일날에 모처럼 먹은 떡볶이도 여전히 맛있게 잘 먹었습니다!,5
양도 괜찮고 맛도 굿입니다 다음에 또 이용하겠습니다,5
돈까스 완전 바삭하고 떡볶이는 완전 개인적으로 재취향 냉면은 처음 시켜봤는데 완전 얼음동동 맛있어요 ㅎ 서비스로 보내주신 치즈볼도 완전 맛있습니다~! 배달도 빠르고 양많고 깨끗하고 늘 만족합니다♡,5
누구는 떡볶이 누구는 냉면 각자 입맛이 달라서 시켜먹을데도 마땅치 않았는데 혜화 돈까스 극장 에서 먹은 떡볶이가 생각나 먹고 싶었어요 냉면도 때마침 있길래 주문 하였는데 냉면 다데기 따로 주시는거 안 된다고 하셨는데도 따로 보내주셔서 너무 감사합니다!! 덕분에 맛있게 잘 먹었습니다^^!!!,5
배달도 빠르고 양파돈까스 넘 맛있게 먹었어요..떡볶이도 괜찮었요..^^,5
감사합니다.....,5
돈까스맛집👍 양도 많아서 항상 배불리 먹어요 배달도 시킬때마다 빠르게 와서 완전 만족해요,5
맛있게 잘먹었어요,3
돈까스 하면 생각나는 이곳 저녁 맛있게 잘 먹었습니다 ~ ^^,4
돈가스도 맛있고 떡볶이도 맛있고 배달도 빨라서 좋습니다,5
두번째주문햇어용~ 아들들이 너무좋아해서ㅎ 저는 돈가스 반절만 먹어두 배불르네요ㅎ 맛잇어요~조금 아쉽다면 떡볶이가 조금 짜서ㅎ 양파세트ㅡ소떡소떡ㅈ2개.치즈핫도그 돈가스ㅡ김치치즈피자 ㅡ왕롤치즈돈가스 쫄면.버팔로잉+포테이토.붉닭군만두.치즈볼2개,5
어우 짬뽕 불맛이 끝내주드라고요,5
정말 깔끔하게 맛있고 배달도 빨리와서 최고네요!!,5
사진을 좀 이상하게 찍어서 면이 좀 떡진 것처럼 나왔지만 그런 거 전혀없었습니다 특히 포장마차 좋았어요 짬뽕 진짜 맛있고 돈가스도 소스많아서 좋았어요,5
맛있게 먹었습니다.,5
맛있었는데 우동이 좀 뿔었었어요,4
음............,3
맛있게잘먹었습니다 ㅎㅎ,4
빠른 배달 감사하구 잘 먹었습니다,5
맛있게 잘 먹었습니다. 한번도 실망한 적 없는 맛있는 음식 감사합니다. 양도 너무 많아서 항상 배가 터질 것 같아요 ㅎㅎ,5
진짜 맛있어요! 치즈돈까스 크게 기대 안 했는데 제일 맛있고 치즈볼도 맛있고 만족 대만족해요♥,5
짬뽕이 정말 와우~! 굉장히 짜더라고요ㅎㅎㅎ근데 물 부어서 먹으니 너무 맛있더라고요ㅋㅋㅋ 돈가스랑 게살튀김도 잘 먹었습니다~,5
아이들도 잘 먹고 양도 좋고 떡볶이도 맛있었어요 앞으로 돈가스는 여기 주문할 것 같아요 돈가스 정착!! ㅎㅎ,5
맛은 그냥 그냥 좋습니다 배달은 빨리 와서 좋았어요,5
맛있습니다. 생각보다 굿,5
본품은 말할것도 없고 어지간한 중국집 짬뽕보다 맛있더라구요! 처음 시켜봤는데 돈가스 짬뽕 떡볶이 뭣하나 빠지지않더라구요 자주 시켜먹을거같아요!,5
오랜만에 먹으니깐 맛나네요^^,5
시간보다 빨리 와서 놀랬어요:) 맛나게 먹었어요~ 넘 감사합니다!,5
처음 시켜 먹어봤눈데 너무 맛있게 잘 먹었어요 배달도 엄청 빨리오고 돈까스랑 짬뽕도 전혀 안식고 따뜻한 상태로 왔어용 매운짬뽕은 매운거 못드시는 분들한테는 많이 매울 것 가타요 다음에 또 먹을께용,5
맛있게 먹고 리뷰 깜밖했네요. 잘먹었습니다~,5
너무너무 맛있었습니다!!!,5
맛있게 잘 먹었습니다! 배달 빨리 와서 좋았어요!!,5
생각보다 돈까스 양이 많아서 놀랐어요! 샐러드 소스도 느끼함을 잘 잡아주는거 같아서 좋았어요 맛있게 잘먹었습니다,5
맛있게 잘 먹었습니다,5
돈가스는 맛있는데요. 떡볶이 거의 안 익어서 왔어요 ㅜ,4
배달 안전하고 빠르게 잘 해주셨는데 솔직히 맛은 보통인것같아서 아쉬워요 ㅜ 돈까스 진짜 좋아하는데... 양많은 돈까스보다 바베큐 치킨 가스가 소스는 더 맛있는것같고 전체적으로 돈까스는 보통이었어서 아쉬웠습니다,3
맛있어요 맛있어~!! 양도 적당하고 좋네요^^,5
포장도 꼼꼼히. 맛도 좋고. 배달도 빨랐습니다. 번창하세요.,5
모든 식구들이 여기 돈까스를 제일 잘 먹어서 늘 아이들이 돈까스 먹고 싶다고 할 때면 무조건 여기서 시킵니다~ 으른 입맛엔 와사비소스 진심 최고입니다..^^,5
정말 맛있게 잘 먹었습니다 ㅎㅎㅎ 고맙습니다~~,5
잘 먹었습니당! 양도 많아요!,5
돈까스는 여기서 밖에 안먹습니다,5
치즈돈까스를 워낙좋아해서 두개다 치즈로시켰는데 둘다 맛있었습니다 배달도 예상시간에맞춰와서 좋았어요 서비스로주신 사이다 잘마셨습니다 다음엔 김치피자돈까스 주문할생각 ㅎ,5
이사오고나서 맛집찾는중인데 앞으로 돈까스는 무조건 이곳으로 시킬래요. 양도많고 소스도 돈까스도 맛있어요~ 떡볶이도 맛있네요,5
맛있어요 잘먹었습니다,4
함박스테이크 소스가 맛있었습니당,5
돈가스는 여기서 계속 시켜먹고 있어요~~!! 맛있고 양도 많아서 좋아요~~!!,5
처음 시켰는데 돈까스도 맛있고 떡볶이도 맛있었어요~^^,5
배달도 빠르고 양도 많고 맛있어요! 이번엔 첨으로 야채튀김을 주문했는데 이거 진짜 맛있네요! 담에 또 주문할게요!,5
별기대 안하고 시켰는데 맛있고 양도 많아서 돈까스단골맛집으로 예약입니다ㅎ,5
믿고 먹는 돈까스집입니다,5
치킨까스는 오랜만인데 맛있네요 페퍼로니랑 약간 매운맛이 조화가 좋아요,5
리뷰보고 넘 기대를 했나봐요. 맛있는데 특별한 맛은 아니였어요ㅎ 따뜻하게와서 좋았고요~ 양 많네요. 잘 먹었습니다.^^,4
맛있습니다 짬뽕은 완전 제스타일이에요 ㅎ,5
아들이 다음에 또 먹고싶대요 치즈롤 돈까스,5
짬뽕 국물이 진짜 맛있어요. 돈까스도 고기가 두툼해서 더 좋네요,5
"후기가 좋아서 시켜봤는데, 정말 맛있네요! 특히 양파돈까스 정말 맛있었어요:)",5
양파돈까스 맛있어요 ㅎㅎㅎㅎ 소스 첨에 다부으면 눅눅해지니깐 조금씩 부어서 드세용🧡,4
하..진짜 너무 맛있어요ㅠㅠㅠㅠㅠ 생선까스는 무슨 살살 녹아요 입에 넣으믄 사라지는 수준 ㅜㅜ 대게튀김 받아서 먹는데 대게만큼 부드러워요.....💛💛💚❤️ 정말 사랑하는 가게❤️❤️❤️더운 날 튀기시느라 많이 힘드시죠 더위 조심하시고 맛있게 감사히 잘 먹었습니다! ^^,5
옛날 돈가스랑 양파 돈가스 먹었어요. 양파 돈가스가 소스와 양파가 잘어울려서 너무 맛있었어요. 양도 많아서 배부르게 먹었습니다. 리뷰 이벤트로 주긴 치즈볼도 쫀득하니 맛있었습니다. 종종 시켜먹어야겠어요.,5
양 정말 많고 배달도 늦지 않고 적당히 빨리 왔네요. 짬뽕은 기름기가 좀 많이 떠다니는게 찝찝하긴 했지만 그래도 맛있게 먹었어요! 핫도그는 남겼다가 저녁에 에어프라이기에 돌려먹으면 딱이겠네요,5
양이 엄청 많고요 ㅎ 배달도 빨라요 ㅎ 맛도 좋아요 ㅎ 개인적으로 쫄면 떡볶이 완전 맛있었어요 번창하세여~♡,5
양무지많고요 돈까스도맛나요 그리고 함박 기대이상었음,5
너무 배고파서 막 찍었어요 ㅋㅋ 맛있어요 양도 생각보다많고 새우튀김 추가한것도 맛있고 배달도 생각보다 금방와서 깜놀 따뜻하게 잘 먹었습니다 다음에 또 시켜먹을게요~~~,5
맛있게 잘 먹었습니다,5
양도 많고.넘 맛있게 먹었어요~,5
돈까스 맛집이네요! 양도 어마어마 맛도 어마어마! 정말 맛있게 잘 먹었어요~ 애기랑 같이 먹느라 많이 남아서 저녁에 또 먹어도 되겠어요ㅋㅋ 국물도 많이 짜지 않고 간 딱 좋아요 리뷰참여 게살튀김도 맛있었습니다 다음에 또 주문할게요ㅎ,5
양이 정말 많고 맛있었어요!! 진짜 전반적으로 다맛있더라구요. 다 좋았는데 매운소스도 하나 있었으면 좋겠다는 생각도 들더라구요ㅎㅎ잘먹었습니다!,5
김피돈 처음 먹어봤는데 김치가 너무 생김치지만 맛있네요,4
첨 시켜봣는데 진짜 양도 많고 맛잇어요ㅎㅎ 김치치즈가 정말굿굿 돈가스 느끼해서 많이 못먹는데 저건 다먹엇어용!,5
"배달인데도 치즈가 생각보다 많이 굳지 않았고, 차돌짬뽕은 면이 따로와서 불지않고 넘 좋았어요~ 양도 생각보다 많고 맛도 괜찮았어요~~ 앞으로 또 시켜먹을께요~ 서비스로 주신 게살튀김도 맛있었어요",5
양도 많고 맛잇어요,5
치즈롤까스 맛있었어요! 맛있어서 이미 먹어서 치즈롤은 사진못찍었어요ㅋㅋ 양파는 양파있어서 안느끼해서 좋았는데 소스는 좀 별로였어요 서비스 주신 게살튀김도 잘먹었습니당!,5
양은 진짜많아요 혼자머글라면 최소주문금액이 14900원이라 쪼그 고민되긴한데 맛은 괜찮아요,4
배달이 정말 빨랐어요 양도 많고 맛있게 잘 먹었어요! 엄마도 만족하셔서 종종 시켜 먹자고 하시네요 ㅎㅎ 감사합니다!,5
빠르고 잘 먹었어용,5
늘 먹고 있습니다 ㅎㅎ 맛도 양도 배달속도도 짱짱 입니다~^^,5
처음 먹어봤는데 배달도 빠르고 양도 많아서 배부르게 먹었어요!,5
항상 잘 먹고 있습니다~~,4
맛있어요! 돈까스 먹고싶을때 여기서만 시켜요,5
매번 시키지만 실망 시키지 않네요. 양도 많고 소스도 맛있습니다,5
쫄면은 살짝 아쉬웠는데ㅠ제취향은아니었어서ㅠㅠㅠ돈까쓰는 진짜 촉촉하고 바삭하고 양도많고 두껍고 다해요ㅠㅠㅠ진짜존맛탱구리👍👍👍돈까쓰배달은 무조건여기서드세요 너무맛있어요ㅠ,5
항상 맛있어서 잘먹고있어요 리뷰서비스도 감사합니다~,5
배달도 빨리오고 너무 맛있습니다 ㅎㅎ,5
사진은 못찍었지만 맛있었습니다,5
돈가스는 여기서만 시켜먹어요 여기알고다른곳은 안먹어요 넘맛있어요 잘먹었습니다 받자마자 먹어치워서 사진 하나도못찍었어요,5
잘 먹었습니다~ 치즈돈까스를 추천합니다~,3
"깔끔하고,양도많고 좋습니다 맛있어용",5
맛있게 잘먹었습니다 ㅎㅎ,5
감사히 맛있게 잘 먹었습니다~~,4
맛있어요~~맛있어요~~~~,5
실망시키지않는 ❣️ 양파돈가스 최애입니다 ! 떡보끼는 저번보다확실히 맛나네요 👍,5
시켜 먹을 일이 생기면 돈까스 주문합니다 생선까스 진짜 맛있네요 아이도 잘 먹었습니다 오늘도 더운데 고생하세요,5
정말 맛있어요~~^^,5
굿ㅣㅣㅣㅣㅣㅣㅣㅣ요,5
양도 많고 맛도 좋아요,5
생각보다 양이 많네요~^^ 쫄면이랑 떡볶이는 매운거 좋아하시는분들이 좋아하실듯요~ 많은 양에.. 떡볶이는 맛만보구 좀이따 먹으려구요.. ㅋ,5
만족스럽게 잘 먹었어요~~ 완전 바삭한 돈까스 먹고싶었었는데 그런 돈까스 먹은거 같아 너무 만족스러웠습니다 ㅎㅎ 기분좋은 포만감 들정도로 잘 먹었어요 많이 파세요~~~^^,5
매번 시켜먹는 돈까스! 변함없는 맛있는 맛으로 늘 잘 먹고 있습니다 ㅎㅎ 다음번에는 다른 메뉴도 골고루 먹어봐야지~~~^^,5
돈까스도 맛있고 쫄면도 맛있네요,5
엄청 맛있어요~^^,4
증말 맛있습니다 네이스,5
매우만족 맛도 가격도 배송도 ^____________^,5
오 맛있어여!! 돈까스 진짜 옛날에 먹던 돈까스 맛 나요 ㅋㅋㅋㅋㅋ 우동도 맛있더라구여!! 돈까스+우동 조합으로 또 시켜먹을께영~~~감사히 잘 먹었습니당!,5
항상 맜있어요 잘먹었습니다,5
역시 후회하지 않았네요^^ 가볍게 맥주한잔하면서 남편이랑 시켜먹었는데 넘 맛났어요..바삭바삭한 식감과 특히 생선까스는 최고라는 ㅎㅎ 서비스로 주신 치즈볼도 굿이였어요~~^^ 감사히 잘 먹었습니다,5
오늘 쫄면 소스 넉넉히 달라고 요청해서 많이주셨더라구요! 너무 짜서 못먹었지만 담엔 따로 부탁드려야겠어요~~~~~ 양은 먹넉합니다,4
예상 배달시간보다 일찍와서 당황스러웠는데 한입 먹는순간 더 당황스러웠어요 피자돈까스가 이렇게 맛있을수가 있나? 생각이 들을정도였구요 김치랑 피자가 너무 잘어울리구 양도 너무 푸짐해가지고 3번에 걸쳐 당황했습니다... 주신 콜라와 함께 다 쓸어버렸습니다 맛은 정말 리뷰를 쓰게 만드는 정도네요 이런 아이디어 너무좋았고 원래 돈까스는 안좋아하는데 이거 먹는 순간 반해서 다음에 시켜먹게 된다면 제일 먼저 찾을것같네요 ! 너무 잘먹었습니다 오늘도 행복한 하루되세요,5
리뷰이벤트요청도잘들어주시고 맛도좋고좋네요 담에또시켜먹을께요,5
돈까스가 양도 많고 좋네요 맛은 당연히 맛있구요!,5
맛있습니다 깔끔하니 괜찮네요,5
튀김옷도 얇고 바삭한게 맛있었어요.포장도 깔끔하게 잘 됐습니다.,5
맛있게잘먹었어요...,5
배불러서 나중에 맥주안주로 먹으려고 냄겨둠,5
매번여기서만 돈가스시켜먹습니다!! 오늘처음 쫄면시켜먹었는데 맛있습니다!!,5
맛있어요~~~~~~,5
항상 잘먹고 있으며 맛도 변함없이 맛있어요~,5
돈가스 별로 안 좋아하는데 여기는 넘 맛있어요 그래서 자주 시켜 먹게 됐어요! 종류도 다양하고 맛도 좋아서 자주 시켜 먹게 되는 거 같아요 배달도 빠르고 잘 먹었습니다!,5
역시 떡볶이 맛집이에용 돈까스 양도 푸짐하고 묘하게 중독성있어요,5
맛있져여~~~~~~,5
맛있게잘먹었습니다,5
양도많고 배불리잘먹었습니다ㅎㅎ,5
서비스 감사합니다.,5
양파 안매워서 아이도 잘 먹었어요 소스두 맛있구요 치즈볼두 느끼하지 않아서 이벤트참여 또 했어요 만족합니다,5
처음시켜봤는데 배달로먹은 돈까스중에 탑이네요 무조건 다음번 다시시켜먹을 의향이 있네요 감사히 잘먹었습니다,5
